,customer_id,product_id,type,brand,category,shop_category,date
180824,638047,229669,1,Other,Cookie,Food,2018-03-31
38541,997917,296099,1,Other,Facial Essence,Beauty Makeup,2018-02-26
172760,356440,67694,1,Midea,Induction Cooker,Household Eletric Appliance,2018-03-31
82384,1423059,31583,1,Huawei,Phone,Electronics,2018-02-08
165507,1373753,361512,1,Li-Ning,Football,Outdoor Sports,2018-04-04
71370,1249248,227632,1,Apple,Phone,Electronics,2018-03-08
179356,441831,60663,1,Huawei,Phone,Electronics,2018-02-15
161896,330203,353442,1,Apple,Phone,Electronics,2018-02-24
46525,899812,177107,1,Proya,Foundation Make-up,Beauty Makeup,2018-04-04
32691,613138,316328,1,Other,Perfume,Beauty Makeup,2018-04-08
670,764207,90093,1,Lipton,Tea,Food,2018-03-02
131791,1371906,230614,1,Apple,Phone,Electronics,2018-03-14
163773,1003871,289497,1,Huawei,Phone,Electronics,2018-04-01
149850,975465,282104,1,Other,Nut,Food,2018-02-06
161043,1324648,73839,1,DELL,Notebook,Electronics,2018-02-11
46193,266406,110693,1,Other,Coat,Clothes,2018-03-07
53102,478215,224207,1,HLA,Coat,Clothes,2018-04-05
112207,1039277,2129,1,DELL,Notebook,Electronics,2018-02-04
178466,1502042,10042,1,Ton Lion,Coat,Clothes,2018-03-26
109492,1182544,235682,1,Other,Milk,Food,2018-03-19
176115,1333521,179085,1,Lenovo,Notebook,Electronics,2018-03-29
92294,257713,252801,2,Midea,Rice Cooker,Household Eletric Appliance,2018-04-12
173377,1101571,151778,1,Adidas,Sport Suit,Outdoor Sports,2018-02-17
7386,1600241,334506,1,Other,Coat,Clothes,2018-03-13
161556,353511,87764,1,LEDIN,Coat,Clothes,2018-02-05
25505,1383795,255710,1,Sumsung,Phone,Electronics,2018-03-02
153863,1118496,138168,1,Apple,Phone,Electronics,2018-02-08
11901,1277313,141479,1,Innisfree,Face Cream,Beauty Makeup,2018-03-17
43274,1348687,33073,1,LEDIN,Coat,Clothes,2018-02-02
32404,1024438,276561,1,Huawei,Phone,Electronics,2018-03-12
24481,341033,315366,1,Olay,Perfume,Beauty Makeup,2018-04-04
90383,391022,3166,5,Kuka,Bed,Furniture,2018-03-15
62966,518865,232801,1,Kuka,Bed,Furniture,2018-03-29
50881,78939,34101,1,Kisses,Chocolate,Food,2018-03-30
12046,184131,198249,1,Other,T Shirt,Clothes,2018-03-04
32630,618949,205762,1,Haier,Refrigerator,Household Eletric Appliance,2018-03-18
163036,425091,309773,1,Huawei,Phone,Electronics,2018-03-26
88450,615855,30415,1,Apple,Phone,Electronics,2018-03-11
173517,451063,53661,1,Innisfree,Facial Mask,Beauty Makeup,2018-02-23
166291,1130989,271046,1,PEACEBIRD,Coat,Clothes,2018-03-29
182998,1199845,110244,1,Apple,Phone,Electronics,2018-03-14
13292,821642,269832,4,Quanyou,Sofa,Furniture,2018-02-10
33308,829288,371127,1,Other,Coat,Clothes,2018-02-11
73495,171923,118795,4,Chando,Facial Mask,Beauty Makeup,2018-02-05
126042,1430568,50171,1,Huawei,Phone,Electronics,2018-03-15
137095,507444,138756,1,Other,Cookie,Food,2018-02-23
131880,953184,302200,1,Other,Facial Essence,Beauty Makeup,2018-02-12
87732,515369,303707,1,Lipton,Tea,Food,2018-04-05
131522,1608105,12084,1,Other,Cookie,Food,2018-04-02
126408,405065,305079,1,LukFook,Necklace,Jewellery Accessories,2018-02-10
178792,889049,231379,1,PEACEBIRD,Coat,Clothes,2018-02-06
66765,288851,86452,1,Innisfree,Face Cream,Beauty Makeup,2018-03-18
6928,1465150,38346,1,Lipton,Tea,Food,2018-03-24
134119,939593,78494,1,Other,Cookie,Food,2018-03-18
97360,1387049,323471,2,Other,Makerup Water,Beauty Makeup,2018-02-27
27518,998485,49678,1,Chando,Sunscreen Cream,Beauty Makeup,2018-03-04
78302,179537,51588,1,Other,Coat,Clothes,2018-02-28
108555,556997,107844,1,Other,Coat,Clothes,2018-03-29
86463,227605,163701,1,Other,Coat,Clothes,2018-02-09
103203,332260,215892,1,Lenovo,Notebook,Electronics,2018-04-10
181215,1186640,354361,1,Other,Coat,Clothes,2018-02-08
42006,318738,341373,1,Apple,Phone,Electronics,2018-02-28
165249,495687,18614,1,Ton Lion,Coat,Clothes,2018-03-20
98937,1144316,127370,3,Apple,Phone,Electronics,2018-04-09
37340,983949,109423,1,Adidas,Sport Suit,Outdoor Sports,2018-02-22
155628,1311685,170406,1,Huawei,Phone,Electronics,2018-02-18
86129,1467768,49606,1,Jeans West,Jeans,Clothes,2018-02-15
98432,1411332,141479,3,Innisfree,Face Cream,Beauty Makeup,2018-04-11
42573,1007643,210815,1,Sony,Digital Camera,Electronics,2018-03-06
91169,274863,259955,5,Lipton,Tea,Food,2018-03-16
67675,901545,9398,1,ZARA,Coat,Clothes,2018-02-05
178677,1355973,34308,1,Sumsung,Phone,Electronics,2018-02-04
141135,914134,186977,1,Apple,Phone,Electronics,2018-03-03
26967,230361,358858,1,Lancome,Face Cream,Beauty Makeup,2018-03-18
175809,839826,302745,1,Other,Coat,Clothes,2018-04-11
58,1046937,58826,1,LittleSwan,Washing Machine,Household Eletric Appliance,2018-03-25
176889,1350257,195404,1,Huawei,Phone,Electronics,2018-02-03
85620,1375119,89460,1,CLINIQUE,Facial Essence,Beauty Makeup,2018-03-08
118660,1119116,90564,1,H&M,Coat,Clothes,2018-02-27
49109,1061638,62752,1,LittleSwan,Washing Machine,Household Eletric Appliance,2018-04-12
61089,439781,258625,1,HLA,Coat,Clothes,2018-03-17
154130,836383,369205,1,HLA,Coat,Clothes,2018-02-17
138096,1297544,170555,1,CLINIQUE,Facial Essence,Beauty Makeup,2018-03-06
75772,660127,97463,1,Huawei,Phone,Electronics,2018-03-22
148540,300186,30876,1,Redmi,Phone,Electronics,2018-02-19
88966,1589765,48213,1,Huawei,Phone,Electronics,2018-02-07
19924,1430814,77205,1,Microsoft,Xbox,Electronics,2018-04-11
18525,1409005,172278,1,Innisfree,Facial Essence,Beauty Makeup,2018-03-06
125417,289366,96094,1,Chando,Face Cream,Beauty Makeup,2018-03-13
164617,436828,83961,1,Huawei,Phone,Electronics,2018-02-05
52785,1209321,218414,1,Olay,Face Cream,Beauty Makeup,2018-04-08
66129,1268698,37430,1,Apple,Phone,Electronics,2018-03-20
147417,34420,171782,1,Sumsung,Phone,Electronics,2018-03-26
32291,1062428,35233,1,Other,Cookie,Food,2018-02-22
952,1381593,100598,1,Olay,Face Cream,Beauty Makeup,2018-02-04
47955,1453631,144882,1,Vivo,Phone,Electronics,2018-02-28
132734,1597301,149183,1,Other,Coat,Clothes,2018-02-12
180872,220399,194802,1,Huawei,Phone,Electronics,2018-03-05
27233,445070,290672,1,Huawei,Phone,Electronics,2018-03-24
165777,1302466,105595,1,Chow Tai Fook,Necklace,Jewellery Accessories,2018-03-04
168018,72643,28003,1,Huawei,Phone,Electronics,2018-02-17
177203,836650,338160,1,Microsoft,Xbox,Electronics,2018-02-16
62981,783037,262816,1,Other,Face Cream,Beauty Makeup,2018-04-02
148389,1081258,243774,1,Li-Ning,Football,Outdoor Sports,2018-04-12
149719,113480,361825,1,Huawei,Tablet,Electronics,2018-03-21
99073,814450,353655,3,Apple,Tablet,Electronics,2018-04-09
163412,707666,10006,1,Innisfree,Facial Essence,Beauty Makeup,2018-03-24
131722,1568164,114571,1,Kuka,Bed,Furniture,2018-03-08
18238,89382,99040,1,Joyoung,Electric Kettle,Household Eletric Appliance,2018-02-20
99046,127171,84213,5,Opple,Light,Furniture,2018-04-02
170492,1177467,159425,1,Vivo,Phone,Electronics,2018-02-21
179700,227987,61051,1,Apple,Phone,Electronics,2018-02-01
25311,244962,328987,1,Apple,Phone,Electronics,2018-03-02
59108,545940,190440,4,Haier,Television,Household Eletric Appliance,2018-02-02
82826,415709,250936,1,H&M,Coat,Clothes,2018-02-19
171060,1584105,231591,1,Other,Phone,Electronics,2018-02-02
85948,233066,171150,1,Apple,Tablet,Electronics,2018-03-30
142180,1444079,354186,1,Other,Nut,Food,2018-03-10
100280,488023,258492,1,Apple,Phone,Electronics,2018-03-01
166876,630283,187251,1,Other,Foundation Make-up,Beauty Makeup,2018-02-01
155029,508872,137084,1,Other,Cookie,Food,2018-03-25
110516,6105,255019,1,Other,Coat,Clothes,2018-02-07
166059,767236,253027,1,Kuka,Bed,Furniture,2018-03-02
15055,1272963,339625,4,Other,Coffee,Food,2018-04-10
177537,201702,132561,1,Other,Candy,Food,2018-04-12
55802,548812,224207,1,HLA,Coat,Clothes,2018-03-08
168248,310891,30342,1,Other,Facial Moisturizer,Beauty Makeup,2018-02-08
14472,432806,192271,4,Lipton,Tea,Food,2018-03-27
103288,1155508,278509,1,Vivo,Phone,Electronics,2018-03-14
63608,303516,156730,1,Other,Candy,Food,2018-04-10
30729,166178,258576,4,Lipton,Tea,Food,2018-04-02
145661,1319289,238056,1,LukFook,Necklace,Jewellery Accessories,2018-03-21
49224,832938,38020,1,HP,Notebook,Electronics,2018-03-19
56991,1511246,167387,1,Quanyou,Bed,Furniture,2018-02-27
87969,128252,154654,1,H&M,Coat,Clothes,2018-02-10
104358,783743,231225,1,Apple,Phone,Electronics,2018-03-24
113443,1367390,364491,4,Lipton,Tea,Food,2018-03-13
49595,1362740,217000,1,Huawei,Tablet,Electronics,2018-03-07
25907,195854,353505,1,Other,Perfume,Beauty Makeup,2018-03-08
74093,404496,128889,4,Lipton,Tea,Food,2018-02-04
154509,780261,186223,1,Lipton,Tea,Food,2018-02-18
40670,1433302,171782,1,Sumsung,Phone,Electronics,2018-03-05
58450,140996,257501,1,Sony,Digital Camera,Electronics,2018-02-27
61581,704938,129619,1,Chando,Foundation Make-up,Beauty Makeup,2018-02-05
148461,19790,80027,1,Apple,Tablet,Electronics,2018-03-30
25760,754062,309548,1,Supor,Electric Kettle,Household Eletric Appliance,2018-04-15
74161,1333917,126010,4,illuma,Milk Power,Mother and Infant,2018-03-09
176533,867980,230459,1,Huawei,Phone,Electronics,2018-02-12
130295,1076400,101757,1,Proya,Perfume,Beauty Makeup,2018-03-25
150913,830114,63119,1,Nike,Basketball Shoes,Outdoor Sports,2018-03-13
158119,243579,86184,1,Microsoft,Xbox,Electronics,2018-03-08
60369,752591,171671,1,Other,Cookie,Food,2018-03-24
145431,1028734,122433,1,Apple,Phone,Electronics,2018-04-14
168775,1189935,122692,1,Chow Taiseng,Bracelet,Jewellery Accessories,2018-03-03
28722,876380,324812,1,Redmi,Phone,Electronics,2018-02-06
144345,1578960,285828,1,Olay,Face Cream,Beauty Makeup,2018-04-02
163285,723430,31946,1,Danisa,Cookie,Food,2018-04-02
19573,1142843,90187,1,Acer,Notebook,Electronics,2018-03-09
39153,1207616,147371,1,Li-Ning,Badminton,Outdoor Sports,2018-03-06
114635,1533856,118110,4,Gree,Air Conditioner,Household Eletric Appliance,2018-04-15
128530,804222,85976,1,HLA,Coat,Clothes,2018-03-05
175112,1376770,243644,1,Lipton,Tea,Food,2018-03-17
77677,398797,264446,1,Apple,Phone,Electronics,2018-02-27
18224,1488081,199576,1,Vivo,Phone,Electronics,2018-04-08
19875,203429,310521,1,Apple,Phone,Electronics,2018-03-02
124149,205378,321182,1,Other,Milk,Food,2018-04-12
81073,900468,138491,1,H&M,Coat,Clothes,2018-04-15
42941,812693,319163,1,Huawei,Tablet,Electronics,2018-02-06
84039,1018367,23753,1,Other,Phone,Electronics,2018-03-05
21891,931785,308996,1,Other,Candy,Food,2018-02-07
85956,1074268,364030,1,Li-Ning,Football,Outdoor Sports,2018-02-03
8906,811595,367089,1,ZARA,Coat,Clothes,2018-03-26
66802,1431244,10595,1,Huawei,Phone,Electronics,2018-03-25
156215,949618,159222,1,Other,Coat,Clothes,2018-02-14
87762,1053176,182453,1,Other,Coat,Clothes,2018-02-27
168230,1496490,260041,1,Sumsung,Phone,Electronics,2018-03-09
38941,1036899,344439,1,Jeans West,Jeans,Clothes,2018-03-29
143998,1273887,33135,1,Estee Lauder,Foundation Make-up,Beauty Makeup,2018-03-17
95666,174501,186086,2,DELL,Notebook,Electronics,2018-03-01
180952,193011,39883,1,Midea,Induction Cooker,Household Eletric Appliance,2018-02-27
161268,925277,29683,1,Sumsung,Phone,Electronics,2018-04-12
142026,953363,252261,1,Lipton,Tea,Food,2018-03-06
94153,486053,282568,3,Other,Cookie,Food,2018-04-09
119131,452419,274142,1,Li-Ning,Football,Outdoor Sports,2018-03-12
50266,1568041,323629,1,Opple,Light,Furniture,2018-04-03
130838,682322,107335,1,Huawei,Phone,Electronics,2018-02-16
150986,1580119,282092,1,Vivo,Phone,Electronics,2018-02-25
24594,1315673,44024,1,LukFook,Bracelet,Jewellery Accessories,2018-04-12
90364,507890,284183,5,Chando ,Foundation Make-up,Beauty Makeup,2018-04-04
125806,485440,295865,1,Other,Phone,Electronics,2018-04-07
65549,1093093,208652,1,Apple,Phone,Electronics,2018-02-25
123676,865703,263801,1,DELL,Notebook,Electronics,2018-02-05
172701,11935,120969,1,Vivo,Phone,Electronics,2018-02-08
105299,1350603,43300,1,Other,Coat,Clothes,2018-03-02
57361,786591,187919,1,DELL,Notebook,Electronics,2018-03-14
67167,576911,150613,1,Haier,Television,Household Eletric Appliance,2018-03-19
23744,89971,310506,1,Apple,Phone,Electronics,2018-02-22
148764,1329714,75653,1,Apple,Phone,Electronics,2018-03-23
33965,41786,75465,1,Other,Coat,Clothes,2018-04-11
182324,48119,243826,1,Olay,Face Cream,Beauty Makeup,2018-03-10
103151,267018,129596,1,Huawei,Tablet,Electronics,2018-04-09
107517,1490444,376957,1,Sony,Digital Camera,Electronics,2018-03-05
137110,1502018,80,1,Supor,Rice Cooker,Household Eletric Appliance,2018-02-25
83173,831564,267175,1,Huawei,Phone,Electronics,2018-03-17
20418,1270686,108096,1,Other,Facial Essence,Beauty Makeup,2018-04-15
24559,146704,365012,1,Redmi,Phone,Electronics,2018-02-28
169117,1316938,184775,1,Midea,Induction Cooker,Household Eletric Appliance,2018-03-19
119237,1315920,330250,1,Redmi,Phone,Electronics,2018-03-17
23477,1241902,93289,1,Apple,Phone,Electronics,2018-04-14
174559,826206,307620,1,illuma,Milk Power,Mother and Infant,2018-03-13
3785,373377,87437,1,Adidas,Sport Suit,Outdoor Sports,2018-03-21
68000,1442747,37059,1,PEACEBIRD,Coat,Clothes,2018-02-10
60454,1229252,81979,1,LukFook,Necklace,Jewellery Accessories,2018-03-15
78454,1297031,51166,1,Chando,Eye Shadow,Beauty Makeup,2018-03-06
111059,1457948,36642,1,Sumsung,Phone,Electronics,2018-03-29
56203,1357967,113356,1,Huawei,Phone,Electronics,2018-02-21
24390,1144110,337135,1,Estee Lauder,Perfume,Beauty Makeup,2018-02-11
155558,836650,89521,1,Other,Cookie,Food,2018-03-18
25811,1235596,105553,1,Apple,Tablet,Electronics,2018-02-07
67314,476321,275883,1,Kuka,Bed,Furniture,2018-04-13
7072,7038,33495,1,Other,Coat,Clothes,2018-02-02
47292,1169584,280653,1,Nikon,Digital Camera,Electronics,2018-03-16
175000,1247816,51013,1,illuma,Milk Power,Mother and Infant,2018-02-13
166859,858417,186435,1,LukFook,Bracelet,Jewellery Accessories,2018-03-20
27704,1084580,334289,1,LEDIN,Coat,Clothes,2018-02-05
176068,274388,210529,1,Apple,Phone,Electronics,2018-02-03
18176,168087,184826,1,Olay,Facial Essence,Beauty Makeup,2018-02-28
114412,724135,3747,4,Other,Facial Essence,Beauty Makeup,2018-04-11
40049,123718,92102,1,Redmi,Phone,Electronics,2018-02-07
59788,722534,58826,4,LittleSwan,Washing Machine,Household Eletric Appliance,2018-02-22
166426,1546772,328306,1,Apple,Phone,Electronics,2018-02-02
171716,348514,375486,1,LittleSwan,Washing Machine,Household Eletric Appliance,2018-03-13
23579,569801,153599,1,Huawei,Phone,Electronics,2018-03-16
54836,1254683,249505,1,Vivo,Phone,Electronics,2018-04-01
74419,835509,205830,4,Quanyou,Bed,Furniture,2018-02-12
41294,1392087,251353,1,Chando,Eye Shadow,Beauty Makeup,2018-02-19
130581,1048940,335175,1,Other,Phone,Electronics,2018-02-01
165699,1292492,166831,1,Other,Face Cream,Beauty Makeup,2018-04-15
123298,1086933,321997,1,Innisfree,Foundation Make-up,Beauty Makeup,2018-03-15
149900,503515,141720,1,Other,Coat,Clothes,2018-04-13
60155,1107570,105823,4,Other,Foundation Make-up,Beauty Makeup,2018-04-02
176569,1474768,262221,1,Other,Coat,Clothes,2018-02-18
133989,919879,22897,1,Other,Facial Moisturizer,Beauty Makeup,2018-04-12
117657,465363,265417,1,Sony,Digital Camera,Electronics,2018-04-06
22140,1444542,62965,1,PEACEBIRD,Coat,Clothes,2018-03-15
160846,50058,258527,1,Microsoft,Xbox,Electronics,2018-03-14
147992,31825,345003,1,Lancome,Face Cream,Beauty Makeup,2018-03-07
178826,267895,371618,1,BE&CHERRY,Nut,Food,2018-03-21
100466,1412528,330041,1,Other,Coat,Clothes,2018-04-08
61400,57825,334042,1,Olay,Face Cream,Beauty Makeup,2018-02-03
45172,129772,172595,1,Nikon,Digital Camera,Electronics,2018-02-01
51547,297577,369205,1,HLA,Coat,Clothes,2018-02-05
37603,1511366,229924,1,Apple,Tablet,Electronics,2018-02-04
14062,1284033,269552,4,Other,Sunscreen Cream,Beauty Makeup,2018-03-12
168232,1031095,256167,1,Apple,Phone,Electronics,2018-04-06
179034,934417,177734,1,Olay,Eye Shadow,Beauty Makeup,2018-03-05
52466,1415151,307120,1,Opple,Light,Furniture,2018-03-04
105173,1166211,215797,1,Supor,Electric Kettle,Household Eletric Appliance,2018-02-06
87277,1124763,129845,1,Other,Facial Mask,Beauty Makeup,2018-03-20
33899,603916,19643,1,Loreal,Face Cream,Beauty Makeup,2018-04-11
130448,232177,119671,1,Huawei,Phone,Electronics,2018-04-15
68359,1150540,110732,1,Chando,Lipstick,Beauty Makeup,2018-02-28
164268,34843,243023,1,Vivo,Phone,Electronics,2018-02-01
88667,557966,30660,1,Sony,Digital Camera,Electronics,2018-02-05
166146,1017918,244543,1,Other,Phone,Electronics,2018-03-23
48293,1562028,201469,1,Huawei,Tablet,Electronics,2018-03-25
828,359127,144251,1,Li-Ning,Football,Outdoor Sports,2018-04-13
103669,1278398,297451,1,Vivo,Phone,Electronics,2018-03-10
165355,1507805,201904,1,Huawei,Tablet,Electronics,2018-02-22
109467,1530575,357088,1,LEDIN,Coat,Clothes,2018-03-10
51322,715040,163078,1,Ton Lion,Coat,Clothes,2018-04-14
143829,1554299,255377,1,Other,Phone,Electronics,2018-04-07
179621,1132768,193098,1,Joyoung,Electric Kettle,Household Eletric Appliance,2018-02-04
43636,904129,365154,1,LukFook,Ring,Jewellery Accessories,2018-04-05
21013,471432,24084,1,Konka,Refrigerator,Household Eletric Appliance,2018-02-10
101074,748723,22743,1,Ton Lion,Coat,Clothes,2018-02-06
103168,677278,40194,1,Microsoft,Xbox,Electronics,2018-04-09
172834,244861,129851,1,Apple,Phone,Electronics,2018-02-08
182500,862082,305406,1,H&M,Coat,Clothes,2018-02-03
152102,1188033,34925,1,Apple,Phone,Electronics,2018-04-03
183802,1052022,59295,1,Konka,Refrigerator,Household Eletric Appliance,2018-03-29
166734,988222,180216,1,Apple,Phone,Electronics,2018-02-25
84489,1158748,194671,1,Lipton,Tea,Food,2018-02-06
95174,398791,373494,5,Lipton,Tea,Food,2018-04-14
97816,136411,286277,5,Other,Coat,Clothes,2018-02-10
180022,685704,187251,1,Other,Foundation Make-up,Beauty Makeup,2018-02-27
40635,1472969,12864,1,Other,Coat,Clothes,2018-02-10
34778,1063605,370377,1,Huawei,Phone,Electronics,2018-02-08
147004,1087369,191043,1,Lipton,Tea,Food,2018-02-26
8002,17508,105519,1,Other,Coat,Clothes,2018-04-09
79950,1324408,17644,1,LEDIN,Coat,Clothes,2018-02-14
83599,1296687,284424,1,Supor,Rice Cooker,Household Eletric Appliance,2018-03-13
114210,1198036,234793,4,Other,Coat,Clothes,2018-03-05
38538,160622,148258,1,Vivo,Phone,Electronics,2018-02-06
19405,1167224,181873,1,Li-Ning,Basketball,Outdoor Sports,2018-03-09
103228,1258038,46427,1,Lays,Potatio Chips,Food,2018-04-15
9443,1240031,375230,1,Apple,Phone,Electronics,2018-02-01
38569,99350,210131,1,Other,Coat,Clothes,2018-02-02
79057,1408297,310506,1,Apple,Phone,Electronics,2018-02-16
103397,935902,88894,1,Sumsung,Phone,Electronics,2018-02-23
176769,824903,94141,1,Kuka,Bed,Furniture,2018-03-18
144261,565420,249623,1,H&M,Coat,Clothes,2018-03-29
116612,1109387,223491,1,Apple,Phone,Electronics,2018-02-06
85863,831311,84892,1,Olay,Foundation Make-up,Beauty Makeup,2018-02-13
7838,253994,353230,1,LittleSwan,Washing Machine,Household Eletric Appliance,2018-02-24
173878,1583811,337449,1,Nikon,Digital Camera,Electronics,2018-02-11
168733,270802,317793,1,Innisfree,Lipstick,Beauty Makeup,2018-02-14
91620,1449375,356797,2,Other,Milk,Food,2018-03-11
167258,990196,90966,1,Apple,Tablet,Electronics,2018-03-23
143082,558093,345598,1,Estee Lauder,Facial Moisturizer,Beauty Makeup,2018-04-11
27833,1136216,17926,1,Sony,Digital Camera,Electronics,2018-02-14
98650,480586,110017,5,Other,Coat,Clothes,2018-03-09
14413,39102,177565,4,Adidas,Sport Suit,Outdoor Sports,2018-03-24
152270,1073077,224661,1,Other,Face Cream,Beauty Makeup,2018-04-09
173775,992617,118944,1,Kuka,Bed,Furniture,2018-03-01
182056,776614,77059,1,Other,Perfume,Beauty Makeup,2018-04-09
128828,239765,199489,1,Loreal,Facial Essence,Beauty Makeup,2018-04-14
19825,863118,219475,1,Apple,Phone,Electronics,2018-03-20
120100,1488855,117406,1,Microsoft,Xbox,Electronics,2018-04-15
144062,591252,269444,1,Ton Lion,Coat,Clothes,2018-04-07
134214,718631,138168,1,Apple,Phone,Electronics,2018-02-05
144643,696023,202535,1,Ton Lion,Coat,Clothes,2018-04-01
40048,282541,176835,1,LukFook,Bracelet,Jewellery Accessories,2018-03-11
153902,1394639,211308,1,Joyoung,Rice Cooker,Household Eletric Appliance,2018-02-09
99920,652859,309487,1,Other,Phone,Electronics,2018-02-01
71104,86407,48454,1,Loreal,Makerup Water,Beauty Makeup,2018-02-03
137924,1369018,112288,1,OPPO,Phone,Electronics,2018-03-31
114467,1317659,166466,4,Other,Makerup Water,Beauty Makeup,2018-03-09
4165,1003844,134682,1,Loreal,Lipstick,Beauty Makeup,2018-04-02
114144,62959,81731,4,Other,Cookie,Food,2018-03-03
1999,545169,127370,1,Apple,Phone,Electronics,2018-03-02
6135,1510412,353943,1,Gree,Air Conditioner,Household Eletric Appliance,2018-03-24
14242,1507866,228230,4,Other,Coat,Clothes,2018-03-18
14892,979153,234373,4,Li-Ning,Badminton,Outdoor Sports,2018-03-04
